Name,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
Alex Ross,RB,72.63,205,4.62,12,35.5,122,4.48,7.12
Fred Ross,WR,72.63,213,4.51,10,35,113,4.28,6.99
John Ross,WR,70.75,188,4.22,,37,133,4.33,
Chase Roullier,C,75.75,312,5.54,19,26.5,97,4.47,7.6
Travis Rudolph,WR,72.25,189,4.65,12,31.5,114,4.46,6.93
Cooper Rush,QB,74.63,228,4.93,,27,105,4.47,7.23
Seth Russell,QB,74.88,213,,,,,,
Victor Salako,OT,77.63,335,5.47,24,23,96,4.78,8.47
Curtis Samuel,WR,71,196,4.31,18,37,119,4.33,7.09
Kendall Sanders,WR,70.88,196,4.56,15,39,128,4.62,7.55
Eric Saubert,TE,76.63,253,4.69,22,33,121,4.59,7.34
Isaako Savaiinaea,ILB,73.5,241,4.8,23,25.5,112,4.66,7.4
Joe Scelfo,C,72.25,293,,22,26,95,4.9,7.96
Michael Scherer,ILB,73.63,231,,26,,,,
Austin Schmidt,OT,77.38,298,5.56,17,30.5,103,4.69,7.55
Mason Schreck,TE,76.5,253,4.76,19,34.5,118,4.27,7.36
Artavis Scott,WR,70.25,193,4.61,13,31,116,4.49,7.19
Ricky Seals-Jones,WR,76.63,243,4.69,17,28,121,4.33,7.46
Brad Seaton,OT,80.63,329,5.37,24,26,105,5,7.84
Michael Selby,C,73.38,295,5.49,,27.5,98,4.71,8.22
Justin Senior,OT,76.63,331,5.55,21,23,98,5.06,8.19
Adam Shaheen,TE,77.75,278,4.79,24,32.5,121,4.38,7.09
David Sharpe,OT,77.75,343,5.44,19,20.5,97,4.78,7.87
Rushel Shell,RB,69.63,227,4.74,21,32.5,,4.08,7.09
R.J. Shelton,WR,70.25,200,4.64,17,32,109,4.23,6.91
Sojourn Shelton,CB,69.25,177,4.51,10,35,120,4.02,6.92
Garrett Sickels,DE,75.13,261,4.9,20,28,105,4.39,7.21
B.J. Singleton,DT,75.13,313,5.35,26,28.5,103,4.79,7.78
Deondre Singleton,FS,70.5,196,4.64,,33.5,115,4.31,6.93
Terrence Singleton,FS,70.38,201,4.53,14,34,120,4.31,7.16
Nico Siragusa,OG,76.38,319,5.35,28,32,110,4.56,7.71
Dan Skipper,OT,81.63,309,5.42,19,26,97,5.01,7.61
Tanzel Smart,DT,72.63,296,5.24,22,27,105,4.71,7.53
Corey Smith,WR,72.25,183,4.71,,35,117,4.23,7.28
De'Veon Smith,RB,70.88,223,4.85,22,29,108,4.56,7.3
Eric Smith,OG,76.38,312,5.39,26,23.5,100,,
Jonnu Smith,TE,74.75,248,4.62,22,38,127,4.18,7.43
Maurice Smith,SS,71.88,194,4.63,16,31.5,115,4.2,6.94
Shane Smith,FB,73.38,244,4.81,36,37,126,4.48,7.37
JuJu Smith-Schuster,WR,73.25,215,4.54,15,32.5,120,5.01,6.93
Dawuane Smoot,DE,74.88,264,4.77,21,29.5,117,4.28,7.18
Shakir Soto,DE,74.38,282,5.13,18,21.5,,,
Joe Spencer,C,74.38,289,5.5,20,25.5,98,4.9,8.09
Jeremy Sprinkle,TE,76.75,252,4.69,15,29,116,4.33,7.1
Dwayne Stanford,WR,75.25,213,,17,,,,
Dustin Stanton,OT,77.63,298,5.19,18,30,109,4.65,7.85
Jamari Staples,WR,75,195,4.51,,36,130,4.14,
John Stepec,DE,74.75,248,4.94,25,29,108,4.48,7.25
Jordan Sterns,SS,71,196,4.67,15,36,121,4.2,7.12
Tony Stevens,WR,76,212,4.49,12,34.5,126,4.34,7.15
Freddie Stevenson,FB,72.38,234,4.75,24,28,111,4.36,7.65
ArDarius Stewart,WR,71.25,204,4.49,,34,124,4.21,
Grover Stewart,DT,76.25,347,5.14,30,26,106,4.75,7.71
Manny Stocker,WR,73.38,210,4.51,,33,127,4.38,7.24
Channing Stribling,CB,73,188,4.6,5,31.5,114,4.56,6.94
Damoreea Stringfellow,WR,73.88,218,4.62,17,36,130,4.54,7.25
Cameron Sutton,CB,71,188,4.52,11,34,120,4.23,6.81
Ryan Switzer,WR,68.5,181,4.51,11,32,116,4,6.77
Teez Tabor,CB,72.25,199,4.62,9,31,120,4.22,6.99
Freddie Tagaloa,OG,77.88,307,5.3,36,26.5,90,4.97,7.76
Cordrea Tankersley,CB,72.75,199,4.4,13,29.5,121,4.32,7
Pita Taumoepenu,OLB,73,243,4.67,24,28.5,111,4.34,6.98
Jon Taylor,DT,76.25,345,5.15,28,24.5,103,4.77,8.05
Taywan Taylor,WR,71,203,4.5,13,33.5,132,4.21,6.57
Trent Taylor,WR,67.63,181,4.63,13,33,117,4.01,6.74
Vincent Taylor,DT,74.75,304,5.07,26,28.5,108,4.59,7.58
Sam Tevi,OT,77,311,5.27,15,26,107,4.6,7.84
Nate Theaker,OG,76.63,315,5.41,23,27,105,4.89,7.97
Ahmad Thomas,SS,72,214,4.68,15,36.5,118,4.13,7.03
Dwayne Thomas,CB,70.75,196,4.66,18,33.5,119,4.38,7.19
Dymonte Thomas,SS,71.25,194,4.5,,32.5,118,4.51,6.89
Jahad Thomas,RB,69.63,190,4.62,11,32,116,4.52,7.26
Justin Thomas,RB,69.13,186,4.35,,32,115,4.14,7.19
Noel Thomas,WR,72.13,205,4.63,9,32.5,118,,
Solomon Thomas,DE,74.75,273,4.69,30,35,126,4.58,6.95
Chris Thompson,WR,71.13,171,4.48,6,34.5,121,4.25,7
Tedric Thompson,FS,71.75,204,4.6,17,32.5,117,4.36,7.11
Ryan Timmons,WR,70,201,4.47,15,32,111,4.37,7.13
Jack Tocho,CB,71.88,202,4.54,21,35,125,4.07,7.11
Cameron Tom,C,75.5,291,4.89,23,32,116,4.59,7.57
Dalvin Tomlinson,DT,75,310,5.19,22,27,110,4.39,7.68
Alek Torgersen,QB,74.38,230,4.91,,30,117,4.31,7.75
Jon Toth,C,76.88,307,5.51,21,25.5,100,4.37,8.09
Keith Towbridge,TE,75.75,262,4.72,19,37.5,125,4.4,7.1
Patrick Towles,QB,76.88,241,4.6,,33.5,120,4.49,7.29
Damarius Travis,SS,72.75,206,4.65,13,32.5,115,4.28,7.08
Nigel Tribune,CB,70.38,190,4.49,16,35.5,126,4.61,7.19
Mitchell Trubisky,QB,74.13,222,4.67,,27.5,116,4.25,6.87
Stevie Tu'ikolovatu,DT,73.13,331,5.45,28,24.5,91,4.65,7.83
Josh Tupou,NT,74.75,325,5.35,27,23.5,89,4.93,8.22
Michael Tyson,SS,72.88,204,4.56,17,33,118,4.26,7.14
Jerry Ugokwe,OT,79.25,321,5.61,18,26,103,5.17,8.35
Conrad Ukropina,K,72.25,190,,,,,,
Tanner Vallejo,LB,72.75,228,4.67,19,33.5,121,4.3,7.08
Cameron Van Winkle,K,70.38,177,,,,,,
Eddie Vanderdoes,DT,75.13,305,4.99,28,28.5,111,,7.69
Corey Vereen,DE,73.38,254,4.92,26,28.5,113,4.47,7.5
Justin Vogel,P,76.38,219,4.7,,34,,4.53,
Anthony Wales,RB,68.88,197,4.51,13,37.5,112,4.23,6.83
Anthony Walker,ILB,72.63,238,4.65,23,30.5,115,,
Charles Walker,DT,74.13,310,4.96,25,28,107,4.13,7.89
Demarcus Walker,DE,75.75,280,4.88,18,31.5,115,4.89,7.91
Phillip Walker,QB,71.25,214,4.74,,29.5,111,4.4,6.9
Jonathan Walton,OLB,72.25,236,4.71,15,33.5,113,4.59,7.03
Greg Ward,WR,70.5,182,4.59,10,34.5,115,4.31,6.9
Jylan Ware,OT,79.5,317,4.99,,29,113,4.7,7.96
Shaan Washington,ILB,74.75,240,4.79,19,37,124,,
Carlos Watkins,DT,75.13,309,5.01,25,28,108,4.73,7.97
Brad Watson,CB,72.38,188,4.65,11,33.5,132,4.25,7.26
Deshaun Watson,QB,74.13,221,4.66,,32.5,119,4.31,6.95
T.J. Watt,LB,76.25,252,4.69,21,37,128,4.78,6.79
Davis Webb,QB,76.63,229,4.79,,33,118,4.21,6.92
Terrish Webb,FS,70.88,190,4.55,11,32.5,122,4.44,6.97
Dede Westbrook,WR,71.63,178,4.39,8,34.5,120,4.34,7.2
Jordan Westerkamp,WR,71.25,194,,,,,,
Chad Wheeler,OT,78.63,306,5.42,15,20.5,105,5.01,7.95
Robert Wheelwright,WR,73.88,205,4.6,15,38,128,4.14,6.68
Marquez White,CB,71.63,194,4.59,,36,123,4.36,7.28
TreDavious White,CB,71.25,192,4.47,16,32,117,4.32,6.9
Kermit Whitfield,WR,67.75,185,4.44,8,32.5,120,4.37,7.17
Dylan Wiesman,OG,75.63,309,5.06,27,28.5,105,4.89,8.11
Avery Williams,OLB,69.13,222,4.7,24,29,110,4.33,7.21
Chad Williams,WR,72.5,207,4.43,21,35.5,123,4.21,7.06
Darrell Williams,OT,77.25,315,5.24,25,29,99,4.93,7.81
Dorian Williams,SS,70.13,203,4.66,13,32.5,111,4.23,6.8
Jalen Williams,WR,74.38,209,4.55,14,40.5,119,,
Jamaal Williams,RB,72,212,4.59,18,30,123,4.53,7.25
Joe Williams,RB,70.75,210,4.41,14,35,125,4.19,7.19
Josh Williams,OLB,71.75,236,4.86,20,28.5,114,4.7,7.33
Marcus Williams,FS,72.75,202,4.56,14,43.5,128,4.2,6.85
Marquez Williams,FB,70.25,259,4.73,28,34.5,104,4.64,7.6
Mike Williams,WR,75.75,218,4.54,15,32.5,121,,
Nigel Williams,DT,74.25,296,5.11,24,30,99,4.15,7.58
Stanley Williams,RB,67.13,190,4.43,18,36,121,4.18,6.86
Tim Williams,OLB,75.13,244,4.68,,33.5,123,,
Jordan Willis,DE,75.75,255,4.53,24,39,124,,
Brandon Wilson,CB,70.13,198,4.4,24,41,133,4.42,7.09
Dontre Wilson,WR,70.13,183,4.58,,33,112,4.1,6.96
Eric Wilson,OLB,73.13,230,4.53,25,39.5,121,4.31,6.96
Howard Wilson,CB,72.75,184,4.57,10,33.5,117,3.94,6.68
Jesus Wilson,WR,69.13,189,4.57,10,,119,4.57,
Michael Wilson,C,78,295,,25,,,,
Quincy Wilson,CB,72.63,211,4.54,14,32,116,4.02,6.86
JaMichael Winston,DE,75.75,254,4.93,21,31.5,118,4.61,7.35
Deatrich Wise,DE,76.88,274,4.92,22,33,124,,
Ahkello Witherspoon,CB,74.75,198,4.45,,40.5,126,4.13,6.93
Xavier Woods,SS,70.75,197,4.54,19,33.5,122,4.13,6.72
Chris Wormley,DT,77.38,298,4.86,23,31.5,110,4.59,7.08
Mario Yakoo,OG,75.75,312,5.42,18,25,100,4.77,7.91
DeAngelo Yancey,WR,73.63,220,4.53,21,35.5,121,4.27,6.84
Joseph Yearby,RB,68.75,185,4.67,13,31,107,4.35,7.35
Ishmael Zamora,WR,75.5,224,4.53,13,34,120,4.31,7.16
Fred Zerblis,OG,73.75,302,5.56,14,22.5,77,5.06,8.12
Mehdi Abdesmad,DT,78.25,284,5.1,25,29.5,108,4.62,7.55
Jerell Adams,TE,77.13,247,4.64,18,32.5,117,4.31,7.05
Vernon Adams,QB,70.88,200,4.83,,29.5,114,4.2,6.82
Bralon Addison,WR,69.25,197,4.66,13,34.5,116,4.14,6.95
Roberto Aguayo,K,72,207,,,,,,
Dominique Alexander,ILB,72.25,232,4.76,17,28.5,104,4.57,7.84
Mackensie Alexander,CB,70.38,190,4.49,11,37.5,121,4.21,7.18
Vadal Alexander,OG,77.25,326,5.57,25,24,95,4.9,8.04
Brandon Allen,QB,73.38,217,4.84,,28,110,4.33,7.06
Jack Allen,C,73.25,294,5.29,23,26.5,101,4.73,7.9
Geronimo Allison,WR,75.25,196,4.67,,33,127,4.28,7.4
Robby Anderson,WR,74.88,187,4.36,8,36.5,128,4.27,7.07
Stephen Anderson,TE,74.13,230,4.64,16,38,119,4.13,6.95
Eli Apple,CB,72.63,199,4.4,13,,,4.08,7
Micah Awe,OLB,71.13,216,4.67,16,39,127,4.27,7.03
Demarcus Ayers,WR,69.38,182,4.72,,33,123,4.35,7.3
Sterling Bailey,DE,76,285,5.23,20,30,111,4.73,7.46
Alex Balducci,DT,75.63,309,5.01,25,33,113,4.63,7.55
Peyton Barber,RB,70,228,4.64,20,32.5,111,4.21,7
Adairius Barnes,CB,70.75,179,4.55,14,41.5,126,4.08,6.82
Trevor Bates,OLB,73,245,4.78,18,33.5,118,4.25,6.75
Jimmy Bean,DE,77,264,,20,,,,
Cason Beatty,P,75.38,214,,,,,,
Willie Beavers,OT,76.63,321,5.28,20,25.5,103,4.71,7.96
Vonn Bell,SS,70.75,199,4.53,16,30.5,,,
Adrian Bellard,OT,76.75,301,5.49,15,26,93,5.03,8.08
Caleb Benenoch,OT,77.5,311,4.98,,28,104,5.11,8.15
Andrew Billings,DT,72.63,311,5.05,31,27.5,113,4.82,8.05
Ronald Blair,DE,74.13,284,5.15,32,30,113,4.53,7.95
Austin Blythe,C,74.13,298,5.36,29,27.5,99,4.53,7.52
Briean Boddy-Calhoun,CB,69.5,193,4.47,10,35,123,4.22,7.16
Evan Boehm,C,74.13,302,5.33,24,28.5,96,4.69,7.52
Moritz Boehringer,WR,76.5,227,4.49,17,39,131,4.09,6.64
Joe Bolden,ILB,73.25,230,4.95,17,35,112,4.5,7.22
Devante Bond,OLB,73.13,235,4.7,21,37.5,121,4.36,7.07
Devontae Booker,RB,70.75,219,,22,,,,
Joey Bosa,DE,77.25,269,4.86,24,32,120,4.21,6.89
Tyler Boyd,WR,73.5,197,4.58,11,34,119,4.35,6.9
Trevone Boykin,QB,72,212,4.77,,32,110,4.4,
James Bradberry,CB,72.75,211,4.5,16,36,124,4.21,6.91
Ben Braunecker,TE,75.38,250,4.73,20,35.5,121,4.2,6.9
Daniel Braverman,WR,69.88,175,4.53,10,28.5,112,4.16,6.88
Jake Brendel,C,76.13,303,5.01,25,28,108,4.27,7.31
Kentrell Brice,SS,71.5,200,4.44,21,42,133,4.4,7.66
Jacoby Brissett,QB,75.75,231,4.94,,31,113,4.53,7.17
Travis Britz,DT,75.5,293,5.24,23,25,95,4.65,7.59
Zac Brooks,RB,71.88,199,4.49,18,36,129,4.38,7.09
Kentrell Brothers,ILB,72.38,245,4.89,19,28.5,110,4.11,6.99
Anthony Brown,CB,71.25,192,4.33,19,35,115,4.19,7.03
Beniquez Brown,OLB,72.75,229,4.77,18,31,110,4.28,7.07
Chris Brown,WR,74,194,4.5,14,33.5,130,4.41,7.37
Jatavis Brown,OLB,70.88,227,4.44,33,35.5,125,4.31,7.19
Ryan Brown,DE,77.88,278,,23,,,,
Lamarcus Brutus,FS,71.63,206,4.76,14,33,114,4.33,7.08
DeForest Buckner,DE,79,291,5.05,21,32,116,4.47,7.51
Jonathan Bullard,DE,75,285,4.93,23,32,116,4.56,7.31
Aaron Burbridge,WR,72,206,4.56,20,30.5,115,4.31,7.22
James Burgess,ILB,72.25,229,4.72,21,32.5,121,4.43,6.99
Artie Burns,CB,71.88,193,4.46,7,31.5,124,4.33,6.96
Morgan Burns,CB,70.38,200,4.4,21,32.5,115,4.15,6.6
Juston Burris,CB,72.25,212,4.53,19,36.5,122,4.4,7.1
Terrell Burt,CB,68.25,179,4.48,8,33,124,4.36,6.81
Deon Bush,FS,72.38,199,4.64,17,36,123,,6.91
Vernon Butler,DT,75.63,323,5.33,26,29.5,104,4.76,7.82
Kevin Byard,SS,71.25,212,4.46,22,38,108,4.15,6.73
Devon Cajuste,WR,75.75,234,4.62,12,36,123,4.2,6.49
Trey Caldwell,CB,68.88,188,4.51,12,33.5,114,4.19,6.6
Shilique Calhoun,DE,76.38,251,4.82,23,35,115,4.25,6.97
Taveze Calhoun,CB,72.38,192,4.58,14,33.5,116,4.5,6.99
DeVondre Campbell,OLB,75.63,232,4.58,16,34,116,4.5,7.07
Maurice Canady,CB,73,193,4.49,16,38,124,4.09,7.03
Leonte Carroo,WR,71.88,211,4.5,14,35.5,120,,
Tra Carson,RB,71.25,227,4.64,19,37,115,4.27,7.1
Tevin Carter,SS,73.25,218,4.54,19,34,124,4.44,7.23
Jeremy Cash,SS,72.38,212,,13,,,,
Joseph Cheek,OG,78,295,5.46,20,23.5,95,4.96,
Marqui Christian,SS,71,193,4.54,14,35.5,120,4.27,6.85
Donavon Clark,OG,75.88,312,5.19,26,27,102,4.72,7.6
Kenny Clark,DT,74.63,314,5.06,29,28.5,102,4.62,
LeRaven Clark,OT,77.25,316,5.16,18,30,109,,
Corey Coleman,WR,70.63,194,4.4,17,40.5,129,,
J.C. Coleman,RB,66,189,4.55,19,37,117,4.27,7.02
Shon Coleman,OT,77.5,307,,22,,,,
Trenton Coles,FS,74.13,192,4.66,10,27.5,108,4.48,7.21
Alex Collins,RB,70,217,4.59,18,28.5,113,,
Maliek Collins,DT,73.88,311,5.03,25,29.5,109,4.52,7.53
Jack Conklin,OT,77.75,308,5,25,30,103,4.57,7.63
Connor Cook,QB,76,217,4.79,,33,113,4.28,7.21
Fahn Cooper,OT,76.5,303,5.17,19,25,102,4.89,7.85
Pharoh Cooper,WR,71.13,203,4.65,15,31,115,4.26,7.15
Marshaun Coprich,RB,68,207,4.47,17,34,112,4.58,7.26
Cody Core,WR,74.63,205,4.47,14,31.5,119,4.34,6.78
Kamalei Correa,DE,74.63,243,4.69,21,33,108,4.2,6.97
Blake Countess,CB,69.75,184,4.53,21,36.5,121,4.15,6.82
James Cowser,DE,75.13,248,4.82,21,31.5,111,4.31,6.8
Brad Craddock,K,72,186,,,,,,
Sua Cravens,OLB,72.75,226,4.66,16,27,114,4.24,6.94
Ken Crawley,CB,72.38,187,4.43,7,36.5,119,4.3,6.81
Joe Dahl,OG,76.13,304,5.18,28,31,109,4.77,7.64
Elijah Daniel,DT,74.5,293,5.16,29,29.5,104,4.79,7.78
Steven Daniels,ILB,71.5,243,4.86,16,32,112,4.54,7.33
Ty Darlington,C,74.75,294,5.09,24,28.5,107,4.71,8.07
Quinshad Davis,WR,75.38,218,4.69,17,31.5,113,4.35,7.07
Sean Davis,FS,73,201,4.46,21,37.5,126,3.97,6.64
Trevor Davis,WR,73.13,188,4.42,11,38.5,124,4.22,6.6
Josh Dawson,DE,75.88,263,4.82,21,33,112,4.57,7.35
Sheldon Day,DT,72.63,293,5.07,21,30,102,4.5,7.44
Alex De La Torre,FB,72.38,251,4.91,25,28,113,4.38,7.33
Donte Deayon,CB,68.88,158,4.57,12,37.5,127,4.2,6.78
Taylor Decker,OT,79,310,5.23,20,29,101,4.76,7.7
Denzel Devall,ILB,73.38,252,,11,31.5,101,,
KJ Dillon,SS,72.38,210,4.53,11,28,121,4.43,7.27
Kenneth Dixon,RB,70.13,215,4.56,18,37.5,121,4.28,6.97
Riley Dixon,P,76.25,221,,,,,,
Josh Doctson,WR,74,202,4.5,14,41,131,4.08,6.84
Kevin Dodd,DE,77,277,4.86,22,30.5,110,4.44,7.32
Brandon Doughty,QB,74.75,213,5.22,,27,103,4.52,7.49
Kenyan Drake,RB,72.63,210,4.45,10,34.5,123,4.21,7.04
Spencer Drango,OG,77.63,315,5.27,30,27,100,4.66,7.88
Jeff Driskel,QB,76,234,4.56,,32,122,4.25,7.19
Thomas Duarte,TE,74.13,231,4.72,12,33.5,118,4.24,6.97
Lachlan Edwards,P,76.13,209,,,,,,
Parker Ehinger,OG,78.25,310,5.26,,27.5,97,,
DeAndre Elliott,CB,72.88,188,4.55,12,41,125,3.94,6.93
Ezekiel Elliott,RB,71.75,225,4.47,,32.5,118,,
Trae Elston,FS,71.25,193,4.5,,34.5,119,4.5,7.34
Tyler Ervin,RB,69.88,192,4.41,17,39,130,4.34,7.03
Anthony Fabiano,OG,75.75,303,5.04,25,32.5,108,4.42,7.41
Kyler Fackrell,OLB,77,245,4.72,15,34.5,121,4.36,7.34
Kaimi Fairbairn,K,71.5,183,,,,,,7.75
Jason Fanaika,DE,73.75,271,4.92,23,35.5,113,4.39,7.06
Travis Feeney,OLB,75.63,230,4.5,,40,130,4.42,7.2
Clayton Fejedelem,SS,71.88,204,4.54,20,40.5,121,4.3,7.17
Josh Ferguson,RB,69.5,198,4.48,21,34.5,120,,
Leonard Floyd,OLB,77.63,244,4.6,,39.5,127,4.32,7.18
Perez Ford,OLB,72.5,227,,27,,,,
Josh Forrest,ILB,75.13,249,4.91,11,30.5,118,4.38,7.53
D.J. Foster,WR,70.25,193,4.57,14,35.5,117,4.07,6.75
Kavon Frazier,FS,71.88,217,4.58,18,40.5,128,4.4,6.88
Kyle Friend,OG,72.63,295,5.09,41,28.5,102,4.69,7.48
Kris Frost,OLB,74.13,240,4.97,,29,113,4.52,7.15
Devin Fuller,WR,72,194,4.39,,36,124,4.07,7.03
Kendall Fuller,CB,71.5,187,,15,,,,
Will Fuller,WR,72.13,186,4.32,10,33.5,126,4.27,6.93
Joshua Garnett,OG,76.38,312,5.32,30,29,99,4.64,7.62
Keyarris Garrett,WR,75.38,220,4.53,14,36.5,128,4.33,7.3
Rico Gathers,TE,78.25,273,4.79,,,115,4.56,
Graham Glasgow,OG,77.88,307,5.13,23,25,106,4.63,7.63
Jared Goff,QB,76,215,4.82,,27,110,4.47,7.17
B.J. Goodson,ILB,72.63,242,4.69,30,34.5,118,4.51,7.05
Dillon Gordon,TE,75.75,308,,,,,,
Adam Gotsis,DT,76.5,287,,23,,,,
Jakeem Grant,WR,65.88,165,4.37,15,36.5,117,4.03,7.03
Johnathan Gray,RB,69.63,215,,,,,,
Aaron Green,RB,70.88,203,4.56,18,32.5,120,4.04,6.81
T.J. Green,FS,74.5,209,4.34,13,35.5,129,4.41,7.1
Darrell Greene,OG,74.75,321,5.2,28,21.5,98,4.98,8.07
David Grinnage,TE,77.25,248,4.9,7,29.5,106,4.74,7.56
Glenn Gronkowski,RB,74.13,239,4.71,17,33,120,4.45,7.1
Kamu Grugier-Hill,SS,74.13,208,4.45,15,38.5,129,4.2,6.89
Christian Hackenberg,QB,76.38,223,4.78,,31,114,4.33,7.04
Tom Hackett,P,70.5,198,,,,,,
Joe Haeg,OT,78,304,5.16,,27.5,111,4.47,7.47
Deiondre Hall,CB,73.63,199,4.68,10,37,127,4.06,7.07
Russell Hansbrough,RB,67.88,192,4.63,17,30.5,114,4.56,7.43
Javon Hargrave,DT,73.38,309,4.93,29,34.5,109,4.7,7.9
Vernon Hargreaves,CB,70.5,204,4.5,15,39,130,3.98,
DeVante Harris,CB,70.63,176,4.56,5,38.5,124,4.06,6.82
Jerald Hawkins,OT,77.63,305,5.23,23,23.5,100,4.89,8.19
Joel Heath,DT,77.25,293,5.02,26,33,113,4.52,7.44
Temarrick Hemingway,TE,76.88,244,4.71,18,30.5,115,4.31,6.88
Derrick Henry,RB,74.63,247,4.54,22,37,130,4.38,7.2
Hunter Henry,TE,76.88,250,4.68,13,31.5,113,4.41,7.16
Willie Henry,DT,74.75,303,5,28,30.5,110,4.53,7.57
Darreon Herring,OLB,73.25,228,4.75,15,34.5,127,4.25,6.91
Quayvon Hicks,RB,72.88,259,,,,,,
Tyler Higbee,TE,77.75,249,,,,,,
Rashard Higgins,WR,73.38,196,4.64,13,32,116,4.52,7.19
Tyreek Hill,WR,68.13,185,4.29,13,40.5,129,4.06,6.53
Kevin Hogan,QB,75.25,218,4.78,,32.5,113,4.31,6.9
Tyrone Holmes,OLB,74.25,253,4.59,28,37.5,113,4.3,7
Johnny Holton,WR,72.63,190,4.54,8,31.5,123,4.2,6.9
J.P. Holtz,TE,75,238,4.79,20,33,112,4.33,6.92
Austin Hooper,TE,75.75,254,4.72,19,33,117,4.32,7
Sione Houma,FB,71.38,243,4.87,27,31,112,4.46,7
DeAndre Houston-Carson,FS,72.75,201,4.54,13,32.5,115,4.28,7.15
Jordan Howard,RB,71.88,230,4.59,16,34,122,4.34,7.14
Tracy Howard,CB,70.13,183,4.6,14,36,122,4.43,7.3
Xavien Howard,CB,72.13,201,4.58,11,33,122,4.15,7.18
Joey Hunt,C,73.75,299,,34,,,,
Darrion Hutcherson,TE,78.88,266,4.9,16,29,101,4.95,7.79
Germain Ifedi,OT,77.75,324,5.27,24,32.5,109,4.75,
Matt Ioannidis,DT,75.5,299,5.03,32,28,108,4.68,7.78
Prince Charles Iworah,CB,69.88,192,4.34,25,38.5,128,4.52,7.12
Myles Jack,OLB,73,245,,19,40,124,,
Branden Jackson,DE,75.88,273,5.06,20,31.5,113,4.77,7.4
Darius Jackson,RB,72,220,4.4,20,41,133,4.29,6.87
Dominick Jackson,OT,77,313,5.48,20,26,97,,
William Jackson,CB,72.38,189,4.37,10,,116,4.32,6.86
Cory James,OLB,73,229,4.6,16,35,127,4.5,6.65
Andy Janovich,RB,73,238,4.81,30,34,119,4.32,7.28
Quinton Jefferson,DT,75.88,291,4.95,24,29,,4.37,7.95
Jordan Jenkins,OLB,74.63,259,4.8,16,36.5,121,4.32,7.39
Peter Jinkens,OLB,71.75,234,,,,,,
Austin Johnson,DT,76.38,314,5.32,25,26,96,4.75,7.84
Brandon Johnson,RB,74,228,4.43,22,39.5,127,4.12,6.84
C.J. Johnson,ILB,73.38,234,4.81,12,27,102,4.52,7.69
Daje Johnson,WR,68.38,184,4.48,18,38,122,,
Devon Johnson,RB,72.5,238,4.61,,33,113,4.6,7.09
Marcus Johnson,WR,72.88,204,4.39,22,37,135,4.39,7.26
Tyler Johnstone,OT,77.5,301,5.21,24,30.5,104,4.6,7.31
Cardale Jones,QB,77,253,4.81,,36,,,
Cayleb Jones,WR,74.63,209,4.65,9,33.5,112,4.14,6.99
Chris Jones,DT,77.75,310,5.03,26,24.5,106,4.62,7.44
Cranston Jones,CB,68.13,166,4.42,,35,116,4.34,6.72
Cyrus Jones,CB,69.88,197,4.49,10,33,116,4.21,6.71
Deion Jones,OLB,72.88,222,4.59,16,33,120,4.26,7.13
Jonathan Jones,CB,69.13,186,4.33,19,36,123,4.25,7.25
Malachi Jones,WR,73.75,211,4.53,14,37.5,125,4.3,6.9
Karl Joseph,SS,69.63,205,,19,,,,
Matt Judon,DE,75,275,4.73,30,35,109,4.52,7.67
Ufomba Kamalu,DT,77.13,295,5.01,26,25,106,4.58,7.32
Ted Karras,OG,75.75,307,5.34,32,26.5,106,4.7,8.15
Drew Kaser,P,73.88,212,,,,,,
Nila Kasitati,OG,75.25,317,5.32,12,27.5,107,4.83,8.3
Jared Kaster,C,74.88,296,5.52,22,26,89,4.8,8.15
Bronson Kaufusi,DE,78.5,285,4.87,25,30,111,4.25,7.03
Jayron Kearse,SS,76,216,4.62,16,31.5,124,4.6,7.06
Ryan Kelly,C,76,311,5.03,26,30,103,4.59,7.58
Cody Kessler,QB,73.25,220,4.89,,29.5,104,4,7.32
Miles Killebrew,SS,73.88,217,4.65,22,38,127,4.18,6.93
Derrick Kindred,SS,70,207,4.5,17,37.5,123,4.29,7.05
Raphael Kirby,ILB,72.25,236,,27,,,,
Denver Kirkland,OG,76.5,335,5.55,19,22.5,94,5.06,8.72
Marshall Koehn,K,73.38,197,4.61,,,,,
Henry Krieger Coble,TE,75.25,249,4.91,,33.5,110,4.48,7.16
Nick Kwiatkoski,ILB,74,243,4.73,19,32,120,4.22,7.16
Darren Lake,DT,74.75,329,,25,28.5,97,,
Jimmy Landes,LS,73.25,240,5,,27.5,110,4.38,7.05
Daniel Lasco,RB,72.25,209,4.46,23,41.5,135,4.26,7.22
Darius Latham,DT,76.25,311,5.32,19,29,100,4.63,7.76
Terrell Lathan,DE,75.63,292,4.92,18,31.5,118,4.51,7.34
Kenny Lawler,WR,74.5,203,4.64,,31,111,4.2,7.13
Nile Lawrence-Stample,DT,73,320,5.13,24,27,101,4.79,7.81
Shaq Lawson,DE,74.63,269,4.7,,33,120,4.21,7.16
Crevon LeBlanc,CB,69.88,185,4.67,21,34,114,4.21,6.95
Darron Lee,OLB,72.75,232,4.47,17,35.5,133,4.2,7.12
Dillon Lee,OLB,75.63,240,4.84,20,31,101,4.37,7.11
